Value,Count,LBA,LF,VALUE_1,DIST_YEAR,DIST_TYPE,TYPE_CONFIDENCE,SEVERITY,SOURCE1,SOURCE2,SOURCE3,SOURCE4,DESCRIPTION
1,5580019999,9999,-9999,-9999,2017,Fill-NoData,NA,NA,NA,NA,NA,NA,NA
2,8815752079,9999,0,0,2017,NA,NA,NA,NA,NA,NA,NA,Background
3,778568340,9999,-1111,-1111,2017,Fill-Not Mapped,NA,NA,NA,NA,NA,NA,NA
4,2100629,1,-1111,-1111,2017,Fill-Not Mapped,NA,NA,NA,NA,NA,NA,NA
5,9609729,9999,1101,1101,2017,Unknown,NA,Low,Image-based change detection,Protected Area Database GAP Status,dNBR (Std Dev Breaks),NA,"Image-based change detection identified change (outside LANDFIRE Events Geodatabase 500 m buffer, PAD GAP Status equals 0). "
6,4580500,9999,1102,1102,2017,Unknown,NA,Medium,Image-based change detection,Protected Area Database GAP Status,dNBR (Std Dev Breaks),NA,"Image-based change detection identified change (outside LANDFIRE Events Geodatabase 500 m buffer, PAD GAP Status equals 0)."
7,9449337,9999,1103,1103,2017,Unknown,NA,High,Image-based change detection,Protected Area Database GAP Status,dNBR (Std Dev Breaks),NA,"Image-based change detection identified change (outside LANDFIRE Events Geodatabase 500 m buffer, PAD GAP Status equals 0)."
8,1269284,9999,701,701,2017,Unknown,NA,Low,Image-based change detection,Protected Area Database GAP Status,dNBR (Std Dev Breaks),NA,"Image-based change detection identified disturbance.  Anthropogenic causality likely, but unknown (outside LANDFIRE Events Geodatabase 500m buffer, PAD GAP Status GAP Status equals 3 or 4). "
9,557350,9999,702,702,2017,Unknown,NA,Medium,Image-based change detection,Protected Area Database GAP Status,dNBR (Std Dev Breaks),NA,"Image-based change detection identified disturbance.  Anthropogenic causality likely, but unknown (outside LANDFIRE Events Geodatabase 500m buffer, PAD GAP Status GAP Status equals 3 or 4). "
10,719875,9999,703,703,2017,Unknown,NA,High,Image-based change detection,Protected Area Database GAP Status,dNBR (Std Dev Breaks),NA,"Image-based change detection identified disturbance.  Anthropogenic causality likely, but unknown (outside LANDFIRE Events Geodatabase 500m buffer, PAD GAP Status GAP Status equals 3 or 4). "
